"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ITA","Italy","2014","2014",4186.69469,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ITA","Italy","2015","2015",4355.43958,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ITA","Italy","2016","2016",4880.36854,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ITA","Italy","2017","2017",4910.9921,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","JPN","Japan","2012","2012",6627.39208,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","JPN","Japan","2013","2013",6745.40802,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","JPN","Japan","2014","2014",6985.52536,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","JPN","Japan","2015","2015",6837.31422,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","JPN","Japan","2016","2016",6828.57263,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","JPN","Japan","2017","2017",6987.11882,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KOR","Republic of Korea","2012","2012",7927.37145,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KOR","Republic of Korea","2013","2013",8001.78942,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KOR","Republic of Korea","2014","2014",8551.41904,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KOR","Republic of Korea","2015","2015",8736.80686,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KOR","Republic of Korea","2016","2016",8808.64931,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KOR","Republic of Korea","2017","2017",9242.46263,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LUX","Luxembourg","2012","2012",8909.4174,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LUX","Luxembourg","2013","2013",9132.36134,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LUX","Luxembourg","2014","2014",9423.78073,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LUX","Luxembourg","2015","2015",9222.90782,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LUX","Luxembourg","2016","2016",9226.27474,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LUX","Luxembourg","2017","2017",9121.52608,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MEX","Mexico","2012","2012",487.04981,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MEX","Mexico","2013","2013",482.08779,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NLD","Netherlands","2012","2012",7279.43251,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NLD","Netherlands","2013","2013",7316.9002,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NLD","Netherlands","2014","2014",7345.80259,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NLD","Netherlands","2015","2015",7619.3292,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NLD","Netherlands","2016","2016",7821.53523,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NLD","Netherlands","2017","2017",8117.66279,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NZL","New Zealand","2013","2013",5511.86523,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NZL","New Zealand","2015","2015",5721.05687,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NOR","Norway","2012","2012",7523.33347,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NOR","Norway","2013","2013",7590.15824,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NOR","Norway","2014","2014",7839.40894,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NOR","Norway","2015","2015",8155.83415,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NOR","Norway","2016","2016",8357.86061,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","NOR","Norway","2017","2017",8856.8535,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","POL","Poland","2012","2012",2367.4751,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","POL","Poland","2013","2013",2447.19769,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","POL","Poland","2014","2014",2725.27711,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","POL","Poland","2015","2015",2855.04651,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","POL","Poland","2016","2016",2924.54481,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","POL","Poland","2017","2017",3181.18247,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRT","Portugal","2012","2012",4493.95241,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRT","Portugal","2013","2013",4436.98922,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRT","Portugal","2014","2014",4476.82188,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRT","Portugal","2015","2015",4607.10509,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRT","Portugal","2016","2016",4859.98966,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRT","Portugal","2017","2017",5236.55245,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVK","Slovakia","2012","2012",3346.20007,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVK","Slovakia","2013","2013",3164.21911,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVK","Slovakia","2014","2014",3238.45296,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVK","Slovakia","2015","2015",3234.06354,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVK","Slovakia","2016","2016",3263.64595,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVK","Slovakia","2017","2017",3489.75395,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ESP","Spain","2012","2012",4456.74242,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ESP","Spain","2013","2013",4353.59058,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ESP","Spain","2014","2014",4304.05796,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ESP","Spain","2015","2015",4329.22657,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ESP","Spain","2016","2016",4441.93427,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ESP","Spain","2017","2017",4653.56833,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHE","Switzerland","2012","2012",9397.29844,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHE","Switzerland","2015","2015",9790.05547,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","TUR","Turkey","2012","2012",1409.70832,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","TUR","Turkey","2013","2013",1490.60621,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","TUR","Turkey","2014","2014",1498.67851,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","TUR","Turkey","2015","2015",1562.36229,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","TUR","Turkey","2016","2016",1722.41003,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","TUR","Turkey","2017","2017",1901.69004,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",5548.36683,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",5837.5065,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",6095.15679,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",6328.41711,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",6344.41476,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",6414.32205,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ARG","Argentina","2012","2012",1717.99964,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ARG","Argentina","2013","2013",1759.89242,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ARG","Argentina","2014","2014",1789.23428,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ARG","Argentina","2015","2015",1812.90999,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ARG","Argentina","2016","2016",1809.30513,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BIH","Bosnia and Herzegovina","2012","2012",290.63648,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BIH","Bosnia and Herzegovina","2013","2013",387.98901,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BIH","Bosnia and Herzegovina","2014","2014",495.59703,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BIH","Bosnia and Herzegovina","2015","2015",614.42985,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BIH","Bosnia and Herzegovina","2016","2016",599.71861,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BIH","Bosnia and Herzegovina","2017","2017",691.69896,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BRA","Brazil","2012","2012",1396.21955,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BRA","Brazil","2013","2013",1473.55855,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BRA","Brazil","2014","2014",1549.82576,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BGR","Bulgaria","2012","2012",2292.35595,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BGR","Bulgaria","2013","2013",2414.62421,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BGR","Bulgaria","2014","2014",2677.18247,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BGR","Bulgaria","2015","2015",3133.72705,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BGR","Bulgaria","2016","2016",3513.9902,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","BGR","Bulgaria","2017","2017",3287.42559,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHN","China","2012","2012",2360.99714,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHN","China","2013","2013",2554.84101,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHN","China","2014","2014",2669.27003,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHN","China","2015","2015",2690.60184,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHN","China","2016","2016",2763.13202,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHN","China","2017","2017",2861.68671,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HRV","Croatia","2012","2012",2413.11236,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HRV","Croatia","2013","2013",2442.3735,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HRV","Croatia","2014","2014",2355.11974,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HRV","Croatia","2015","2015",2512.97446,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HRV","Croatia","2016","2016",2738.01909,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HRV","Croatia","2017","2017",2811.41265,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CYP","Cyprus","2012","2012",1437.8469,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CYP","Cyprus","2013","2013",1453.37995,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CYP","Cyprus","2014","2014",1515.92429,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CYP","Cyprus","2015","2015",1468.7871,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CYP","Cyprus","2016","2016",1586.33227,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CYP","Cyprus","2017","2017",1718.28065,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ECU","Ecuador","2012","2012",452.14987,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ECU","Ecuador","2013","2013",517.19029,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ECU","Ecuador","2014","2014",562.65717,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","EST","Estonia","2012","2012",4419.08805,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","EST","Estonia","2013","2013",4432.64021,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","EST","Estonia","2014","2014",4391.82347,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","EST","Estonia","2015","2015",4284.88559,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","EST","Estonia","2016","2016",4397.90863,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","EST","Estonia","2017","2017",4618.09119,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ETH","Ethiopia","2013","2013",121.2077,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GTM","Guatemala","2012","2012",60.24469,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GTM","Guatemala","2013","2013",49.37096,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GTM","Guatemala","2014","2014",75.79964,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","GTM","Guatemala","2015","2015",77.46534,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2012","2012",3555.10576,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2013","2013",3643.38551,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2014","2014",3805.37359,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2015","2015",3887.13252,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2016","2016",3977.49205,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","HKG","China, Hong Kong Special Administrative Region","2017","2017",4052.47442,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","IND","India","2015","2015",403.51201,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KWT","Kuwait","2012","2012",242.96463,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KWT","Kuwait","2014","2014",899.78717,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KWT","Kuwait","2015","2015",668.48011,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KWT","Kuwait","2016","2016",681.78723,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KWT","Kuwait","2017","2017",725.7294,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LVA","Latvia","2012","2012",2706.67362,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LVA","Latvia","2013","2013",2644.08188,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LVA","Latvia","2014","2014",2846.54969,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LVA","Latvia","2015","2015",2795.25439,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LVA","Latvia","2016","2016",2598.28574,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LVA","Latvia","2017","2017",2758.41553,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LSO","Lesotho","2015","2015",32.90192,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LTU","Lithuania","2012","2012",3429.42258,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LTU","Lithuania","2013","2013",3696.61839,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LTU","Lithuania","2014","2014",3980.96322,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LTU","Lithuania","2015","2015",3617.75843,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LTU","Lithuania","2016","2016",3756.21207,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LTU","Lithuania","2017","2017",3985.74956,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MKD","North Macedonia","2012","2012",805.50675,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MKD","North Macedonia","2013","2013",752.98966,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MKD","North Macedonia","2014","2014",945.65811,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MKD","North Macedonia","2015","2015",973.30458,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MKD","North Macedonia","2016","2016",1012.28807,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MKD","North Macedonia","2017","2017",897.46347,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDG","Madagascar","2016","2016",112.99662,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDG","Madagascar","2017","2017",87.87334,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MYS","Malaysia","2012","2012",2153.09661,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MYS","Malaysia","2014","2014",2483.192,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MYS","Malaysia","2015","2015",2680.72501,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MYS","Malaysia","2016","2016",2859.4492,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLT","Malta","2012","2012",3400.7543,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLT","Malta","2013","2013",3203.81055,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLT","Malta","2014","2014",3393.09632,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLT","Malta","2015","2015",3325.41346,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLT","Malta","2016","2016",3505.20074,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLT","Malta","2017","2017",3437.51088,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDA","Republic of Moldova","2012","2012",1224.33029,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDA","Republic of Moldova","2013","2013",1174.93818,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDA","Republic of Moldova","2014","2014",1167.03641,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDA","Republic of Moldova","2015","2015",1173.35612,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDA","Republic of Moldova","2016","2016",1109.31123,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MDA","Republic of Moldova","2017","2017",1099.35366,"+","National Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MAR","Morocco","2012","2012",932.95305,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MAR","Morocco","2014","2014",1103.18112,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MAR","Morocco","2016","2016",1149.29631,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MMR","Myanmar","2017","2017",58.87135,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PAK","Pakistan","2013","2013",416.36079,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PAK","Pakistan","2015","2015",536.05832,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PAK","Pakistan","2017","2017",514.86845,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PAN","Panama","2012","2012",209.91599,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PAN","Panama","2013","2013",306.89375,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRY","Paraguay","2016","2016",226.85853,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PHL","Philippines","2013","2013",269.86818,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ROU","Romania","2012","2012",1543.53311,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ROU","Romania","2013","2013",1619.82631,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ROU","Romania","2014","2014",1571.69253,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ROU","Romania","2015","2015",1576.27396,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ROU","Romania","2016","2016",1629.68271,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ROU","Romania","2017","2017",1655.85108,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","RUS","Russian Federation","2012","2012",5776.02532,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","RUS","Russian Federation","2013","2013",5757.30465,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","RUS","Russian Federation","2014","2014",5767.82173,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","RUS","Russian Federation","2015","2015",5793.76999,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","RUS","Russian Federation","2016","2016",5573.01923,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","RUS","Russian Federation","2017","2017",5404.23869,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SEN","Senegal","2015","2015",622.86197,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SGP","Singapore","2012","2012",7486.11087,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SGP","Singapore","2013","2013",7756.65628,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SGP","Singapore","2014","2014",7808.34555,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVN","Slovenia","2012","2012",7267.55614,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVN","Slovenia","2013","2013",7370.82424,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVN","Slovenia","2014","2014",7178.71207,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVN","Slovenia","2015","2015",6856.12217,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVN","Slovenia","2016","2016",6931.64416,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SVN","Slovenia","2017","2017",7073.63931,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ZAF","South Africa","2012","2012",661.34871,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ZAF","South Africa","2013","2013",705.9386,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ZAF","South Africa","2014","2014",705.26774,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ZAF","South Africa","2015","2015",742.51384,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","ZAF","South Africa","2016","2016",759.30806,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LKA","Sri Lanka","2013","2013",224.14127,"‡","UIS Estimation"
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LKA","Sri Lanka","2014","2014",247.58087,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","LKA","Sri Lanka","2015","2015",263.63761,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","THA","Thailand","2014","2014",1230.92624,,
